nm_suplier,nm_barang,satuan,qty,dimensi
 PT.Bioworld Biosciencen ML,Biosoft 50 X 100 ml,Btl,80,50
.Putra Sejati Persada,Blacer Booster Buah 25.79 L 24 X 500 ml*,Btl,382,24
.Putra Sejati Persada,Blacer Booster Daun 16.85 L 24 X 500 ml*,Btl,583,24
 UD.Widjaya,Black Rubber Tube,Pcs,83,1
 PT.Agriculture Constraction Indonesia,Blast 200 SC 100 ml (Sample),Btl,0,1
 PT.Agricon,Blast 200 SC 20 X 500 ml,Btl,3674,20
 PT.Agricon,Blast 200 SC 48 X 100 ml,Btl,764,48
 PT.Benih Citra Asia,Blewah Blaster F1 12 X 15 X 15 gr,Pack,0,180
 PT.Excel Meg Indo,Bluezeb 80 WP 20 X 1 kg*,Pack,773,20
 PT.Behn Meyer AgriCare,BM Catalyzer 2.5 10 X 1 ltr,Btl,100,10
 PT.Behn Meyer AgriCare,BM Flythrin 100 EC 20 X 500 ml*,Btl,0,20
 PT.Behn Meyer AgriCare,BM Jamurlang 300 EC 40 X 250 ml*,Btl,4755,40
 PT.Behn Meyer AgriCare,BM Lamda 50 EC 20 X 500 ml*,Btl,2972,20
 PT.Behn Meyer AgriCare,BM Promax 75 SP 100 X 100 gr*,Pack,9398,100
 PT.Behn Meyer AgriCare,BM Promax 75 SP 20 X 500 gr*,Pack,848,20
 PT.Behn Meyer AgriCare,BM Zebco 80 WP 20 X 1 kg*,Pack,2002,20
 PT.Star Metal Ware Industry,Body YT 5L,Pcs,5,1
 PT.Dharma Ayu Tani,Bomstik Perekat 20 X 1 ltr,Btl,0,20
 PT.Persada Agro Sukses,Bongkis 30 EC 100 X 100 ml*,Btl,218,100
 PT.Persada Agro Sukses,Bongkis 30 EC 20 X 500 ml*,Btl,200,20
 PT.Persada Agro Sukses,Bongkis 30 EC 40 X 250 ml*,Btl,330,40
 PT.Tanindo Intertraco,Boom Padi @30 Pk,Pack,285,30
 PT.Tanindo Intertraco,Boom Padi Max @30 Pk,Pack,0,30
 PT.Bina Guna Kimia,Boral 480 SC 48 X 100 ml,Btl,43,48
 PT.Bina Guna Kimia,Boral 480 SC 48 X 250 ml,Btl,0,48
 PT.Sentana Adidaya Pratama,Borate+K 20 X 1 kg,Pack,0,20
 PT.Sentana Adidaya Pratama,Borate+K 25 kg,Zak,0,1
 PT.Agro Guna Makmur,Borer 800 SL 5 ml (S),Btl,4,1
 CV.Tani Abadi Borneo,Borneo Up 500 SL 20 X 800 ml,Btl,0,20
PT.Artha Prima Humatindo,Borohumic 500 ml,Btl,4,1
 CV.Lestari Inti Agro,Boron 6 X 200 X 1 gr*,Pack,42353,1200
 PT.Mitra Indotani Abadi,Botol Desanto 100 ml,Pcs,200,1
sarana.promosi,Botol EM-4 Pertanian (LK) Sample,Pcs,0,1
sarana.promosi,Botol EM-4 Tambak (LM) Sample,Pcs,0,1
sarana.promosi,Botol EM-4 Ternak (LC) Sample,Pcs,0,1
sarana.promosi,Botol EM-4 Toilet Sample,Pcs,0,1
 PT.Mitra Indotani Abadi,Botol Pet Piraklo 250 ml (Logo MIA),Pcs,600,1
 PT.Mitra Indotani Abadi,Botol Pet Putih Susu Piraklo 250 ml,Btl,1100,1
 PT.Mitra Indotani Abadi,Botol Vishaka 100 ml Tutup Hijau,Pcs,2219,1
 PT.Surya Mandiri Sejahtera,Braphon 488 SL 40 X 250 ml*,Btl,255,40
 PT.Surya Mandiri Sejahtera,Braphon 488 SL 50 X 100 ml*,Btl,563,50
 PT.Mitra Kreasi Dharma,Brasso 250 EC 20 X 250 ml*,Btl,357,20
 PT.Mitra Kreasi Dharma,Brasso 250 EC 20 X 400 ml*,Btl,1167,20
 PT.Mitra Kreasi Dharma,Brasso 250 EC 50 X 80 ml*,Btl,610,50
 PT.Jawa Agrindo Internasional,Braunxone Gold 276 SL 20 ltr,Pail,21,1
 PT.Jawa Agrindo Internasional,Braunxone Gold 276 SL 20 ltr + 4 pack Resicore 25 gr,Pail,0,1
 PT.Jawa Agrindo Internasional,Braunxone Gold 276 SL 20 X 1 ltr,Btl,40,20
 PT.Jawa Agrindo Internasional,Braunxone Gold 276 SL 20 X 1 ltr + 1 pack Resicore 5 gr,Btl,0,20
 PT.Jawa Agrindo Internasional,Braunxone Gold 276 SL 4 X 5 ltr,Gal,192,4
 PT.Jawa Agrindo Internasional,Braunxone Gold 276 SL 4 X 5 ltr + 1 pack Resicore 25 gr,Gal,0,4
 PT.Sari Kresna Kimia,Bravoxone 276 SL 20 ltr (Label Kuda)*,Pail,15,1
 PT.Sari Kresna Kimia,Bravoxone 276 SL 20 ltr*,Pail,65,1
 PT.Sari Kresna Kimia,Bravoxone 276 SL 20 X 1 ltr (Label Kuda)*,Btl,3415,20
 PT.Sari Kresna Kimia,Bravoxone 276 SL 20 X 1 ltr*,Btl,3415,20
 PT.Sari Kresna Kimia,Bravoxone 276 SL 4 X 5 ltr (Label Kuda)*,Btl,525,4
 PT.Corteva Agriscience Indonesia,BroadPlus 77 WP 8 X 25 X 40 gr,Pack,20445,200
sarana.promosi,Brosur (Cling),Pcs,0,1
sarana.promosi,Brosur Armeira/Vishaka,Pcs,0,1
sarana.promosi,Brosur Associate,Pcs,0,1
sarana.promosi,Brosur Desanto/Piraklo,Pcs,0,1
sarana.promosi,Brosur Elazaro/Castora,Pcs,0,1
sarana.promosi,Brosur RPSM,Pcs,0,1
sarana.promosi,Buku Agenda,Pcs,0,1
sarana.promosi,Buku Agenda FMC,Pcs,0,1
sarana.promosi,Buku Agenda Java Karlos,Pcs,0,1
sarana.promosi,Buku Saku MIA,Pcs,0,1
.N/A,Buku Tulis Cymax,Pcs,0,1
 PT.Benih Citra Asia,Buncis Elastis 30 X 500 gr,Pack,135,30
 PT.Benih Citra Asia,Buncis Grand Bayu 30 X 500 gr,Pack,0,30
 Tbk.Bisi International,Buncis Lebat-3 40 X 500 gr,Pack,0,40
 PT.Benih Citra Asia,Buncis Tala 5 X 35 gr,Pack,0,5
 PT.Asiana Chemicalindo Lestari,Buniken 60/10 WP 20 X 100 gr*,Pack,251,20
 PT.Star Metal Ware Industry,Busi Star Metal,Pcs,5,1
 Tbk.Bisi International,Cabe Arimbi 85 20 X 12 X 10 gr,Pack,650,240
 PT.Benih Citra Asia,Cabe Balebat F1 12 X 15 X 10 gr,Pack,0,180
 Tbk.Bisi International,Cabe Cakra Putih 20 X 12 X 10 gr,Pack,0,240
 Tbk.Bisi International,Cabe Columbus 20 X 12 X 10 gr,Pack,0,240
 PT.Benih Citra Asia,Cabe Darmais F1 12 X 15 X 10 gr,Pack,1052,180
 Tbk.Bisi International,Cabe Elegance 20 X 12 X 10 gr,Pack,72,240
 Tbk.Bisi International,Cabe Emerald 20 X 12 X 10 gr*,Pack,0,240
 PT.Benih Citra Asia,Cabe Genie 12 X 15 X 10 gr*,Pack,2951,180
 PT.Benih Citra Asia,Cabe Genie 2 gr,Pack,2,1
 PT.Benih Citra Asia,Cabe Genie 250 gr,Pack,0,1
 Tbk.Bisi International,Cabe Horison 97 20 X 12 X 10 gr,Pack,0,240
 Tbk - Vegetable.Bisi International,Cabe Iggo Tavi 20 X 12 X 10 gr,Pack,276,240
 Tbk.Bisi International,Cabe Imperial 20 X 12 X 10 gr,Pack,0,240
 Tbk.Bisi International,Cabe Imperial Ijo 20 X 12 X 10 gr,Pack,0,240
 PT.Benih Citra Asia,Cabe Kara F1 12 X 15 X 10 gr,Pack,690,180
 PT.Maju Makmur Utomo,Cabe Keriting Suli 5 X 30 X 10 gr,Pack,134,150
.Aura Seed,Cabe Ori 212 10 X 25 X 10 gr,Pack,2015,250
 PT.Maju Makmur Utomo,Cabe Rawit Naomi 5 X 30 X 10 gr,Pack,70,150
 PT.Advanta Seeds Indonesia,Cabe Rawit Shima 10 X 10 x 10 gr,Pack,0,100
 PT.Maju Makmur Utomo,Cabe Rawit Yukari 5 X 30 X 10 gr,Pack,100,150
 PT.Benih Citra Asia,Cabe Sigantung 12 X 15 X 10 gr,Pack,853,180
 Tbk - Vegetable.Bisi International,Cabe Sigma 20 X 12 X 10 gr,Pack,552,240
 PT.Benih Citra Asia,Cabe Sret,Kg,0,1
 PT.Benih Citra Asia,Cabe Sret 12 X 15 X 10 gr*,Pack,1416,180
.Tani Murni,Cabe TM 999 10 X 10 gr,Pack,1,10
 PT.Benih Citra Asia,Cabe Zahra F1 12 X 15 X 10 gr,Pack,0,180
 PT.BASF Indonesia,Cabrio 250 EC 24 X 250 ml,Btl,9217,24
 PT.BASF Indonesia,Cabrio 250 EC 48 X 100 ml,Btl,5330,48
 PT.Syngenta Indonesia,Calaris 550 SC 10 X 1 ltr,Btl,0,10
 PT.Syngenta Indonesia,Calaris 550 SC 20 X 250 ml,Btl,0,20
 PT.Syngenta Indonesia,Calaris 550 SC 20 X 500 ml,Btl,0,20
 CV.Mitra Tani Abadi Jaya,Calcium 99 20 X 1 kg*,Pack,1007,20
 CV.Mitra Tani Abadi Jaya,Calcium D-Diana 20 X 1 kg*,Pack,777,20
.Lakaba,Calcium Nitrogen Boron (Sample),Pcs,4,1
 PT.Kertopaten Kencana,Calcium Super 20 X 1 kg,Pack,0,20
 PT.Maju Makmur Utomo,Calgary 480 SL 20 ltr,Pail,32,1
 PT.Maju Makmur Utomo,Calgary 480 SL 20 X 1 ltr,Btl,1419,20
 PT.Maju Makmur Utomo,Calgary 480 SL 4 X 5 ltr,Gal,0,4
 PT.Zenith Cropsciences Indonesia,Caliwa 80 WP 20 X 0.9 kg*,Pack,1397,20
PT.Artha Prima Humatindo,Calshumat 500 ml,Btl,4,1
 PT.Jawa Agrindo Internasional,Camix 138 SL 20 ltr,Pail,0,1
 PT.Jawa Agrindo Internasional,Camix 138 SL 20 X 1 ltr,Btl,0,20
 PT.Jawa Agrindo Internasional,Camix 138 SL 20 X 1 ltr + 1 pack Resicore 5 gr,Btl,0,20
 PT.Jawa Agrindo Internasional,Camix 138 SL 4 X 5 ltr,Gal,0,4
 PT.Jawa Agrindo Internasional,Camix Gold 200 SL 20 ltr,Pail,23,1
 PT.Jawa Agrindo Internasional,Camix Gold 200 SL 20 X 1 ltr,Btl,1000,20
 PT.Jawa Agrindo Internasional,Camix Gold 200 SL 4 X 5 ltr,Gal,0,4
 PT.Mitra Indotani Abadi,Castora 40 SP 10 X 10 X 100 gr*,Pack,85955,100
 PT.Mitra Indotani Abadi,Castora 40 SP 24 X 400 gr*,Pack,2081,24
 PT.Mitra Indotani Abadi,Castora 40 SP 50 X 200 gr*,Pack,0,50
 PT.Mitra Indotani Abadi,Castora 40 SP 8 X 50 X 15 gr ( Sampel ),Pack,0,400
 PT.Mitra Indotani Abadi,Castora 40 SP 8 X 50 X 15 gr*,Pack,35210,400
.Lili Somantry,Cauli Flower Kiran F1 50 X 10 X 10 gr,Pack,4053,500
 Tbk.Bisi International,Cauli Flower Sunny 20 X 12 X 10 gr,Pack,0,240
 PT.Era Tani,Cauli Flower White Shot 25 X 10 X 10 gr,Pack,0,250
 PT.Berbak Agro Sejati,Ce Kel+ 20 X 1 ltr,Btl,0,20
 PT.Petrokimia Kayaku,Ceba 125 EC 20 X 200 ml*,Btl,1617,20
 PT.Petrokimia Kayaku,Ceba 125 EC 20 X 400 ml*,Btl,1553,20
 PT.Petrokimia Kayaku,Ceba 125 EC 50 X 100 ml*,Btl,717,50
.No Name,Celana Furadan,Pcs,0,1
sarana.promosi,Celana Prevathon,Pcs,0,1
 PT.Excel Meg Indo,Celquat 276 SL 10 X 1 ltr,Btl,6926,10
 PT.Excel Meg Indo,Celquat 276 SL 20 ltr,Pail,0,1
 PT.Excel Meg Indo,Celquat 276 SL 4 X 5 ltr,Gal,3,4
 PT.Centa Brasindo Abadi,Centamine 870 SL 20 X 1 ltr,Btl,0,20
 PT.Centa Brasindo Abadi,Centamine 870 SL 20 X 400 ml,Btl,0,20
 PT.Centa Brasindo Abadi,Centaxone 135 SL 20 X 1 ltr,Btl,0,20
 PT.Centa Brasindo Abadi,Centaxone 135 SL 4 X 5 ltr,Btl,0,4
 PT.Centa Brasindo Abadi,Centazole 250 EC 80 ml,Btl,0,1
 PT.Nufarm Indonesia,Champion 77 WP 10 X 1 kg,Pack,7,10
 CV.Sarana Tani Makmur,Charger,Pcs,10,1
 PT.Excel Meg Indo,Charger Tangki Excel 16 ltr,Pcs,1,1
 PT.Jawa Agrindo Internasional,Chief 480 SL 20 ltr*,Pail,7,1
sarana.promosi,Chief 480 SL 20 ltr*,Pail,0,1
 PT.Jawa Agrindo Internasional,Chief 480 SL 20 X 1 ltr*,Btl,1437,20
 PT.Jawa Agrindo Internasional,Chief 480 SL 4 X 5 ltr*,Gal,291,4
 PT.Dow Agro Sciences Ind,Clipper TM 25 OD 20 X 500 ml,Btl,0,20
 PT.Dow Agro Sciences Ind,Clipper TM 25 OD 24 X 250 ml,Btl,0,24
 PT.Deli Standart,Cobra 15 EC 20 X 1 ltr*,Btl,821,20
 PT.Deli Standart,Cobra 15 EC 20 X 200 ml*,Btl,65,20
 PT.Deli Standart,Cobra 15 EC 20 X 500 ml*,Btl,884,20
 PT.Deli Standart,Cobra 15 EC 50 X 100 ml*,Btl,0,50
 PT.Deli Standart,Cobra 15 EC 50 X 50 ml ( Sampel ),Btl,22,50
 PT.Bayer Indonesia,Confidor 200 SL 100 X 60 ml,Btl,1137,100
 PT.Bayer Indonesia,Confidor Extra 350 SC 100 X 100 ml,Btl,65,100
 PT.Bayer Indonesia,Confidor Extra 350 SC 100 X 50 ml,Btl,0,100
 PT.Bayer Indonesia,Confidor Extra 350 SC 50 X 50 ml,Btl,0,50
 PT.Tunas Harapan Murni,Contac Nil 75 WP 16 X 500 gr*,Pack,0,16
 PT.Tanindo Intertraco,Copcide 77 WP 100 X 100 gr,Pack,0,100
 PT.Dyriz Indonesia,Coppertris 50 WP 20 X 1 kg*,Pack,0,20
 PT.Dyriz Indonesia,Coppertris 50 WP 30 X 500 gr*,Pack,0,30
 PT.Dyriz Indonesia,Coppertris 50 WP 60 X 250 gr*,Pack,0,60
 PT.Zenith Cropsciences Indonesia,Corida 50 SC 20 X 500 ml*,Btl,3920,20
 PT.Zenith Cropsciences Indonesia,Corida 50 SC 40 X 250 ml*,Btl,6557,40
 PT.Bayer Indonesia,Council Complete SC 300 100 X 100 ml,Btl,0,100
 PT.Bayer Indonesia,Council Complete SC 300 50 X 100 ml,Btl,19,50
 PT.Bayer Indonesia,Council Complete SC 300 50 X 50 ml,Btl,0,50
 PT.Agroiris Crop Protection Indonesia,Cowin 550 EC 25 X 400 ml,Btl,724,25
 PT.Catur Agrodaya Mandiri,Coyote 400/40 SE 20 X 500 ml,Btl,230,20
 PT.Catur Agrodaya Mandiri,Coyote 400/40 SE 40 X 250 ml,Btl,332,40
 PT.Syngenta Indonesia,Cruiser 350 FS 4 X 20 X 12.5 ml,Btl,0,80
PT.Artha Prima Humatindo,Cuprinomat 500 ml,Btl,4,1
 PT.Syngenta Indonesia,Curacron 500 EC 20 X 500 ml,Btl,440,20
 PT.Syngenta Indonesia,Curacron 500 EC 40 X 250 ml,Btl,0,40
 PT.Syngenta Indonesia,Curacron 500 EC 50 X 100 ml,Btl,0,50
 PT.Bina Guna Kimia,Curaterr 3 GR 10 X 2 kg,Pack,589,10
 PT.Royal Agro Indonesia,Custodia 320 SC 100 X 50 ml,Btl,0,100
 PT.Syngenta Indonesia,Cymbush 50 EC 100 X 100 ml,Btl,5000,100
 PT.Syngenta Indonesia,Cymbush 50 EC 20 X 500 ml,Btl,500,20
 PT.Syngenta Indonesia,Cymbush 50 EC 40 X 250 ml,Btl,1520,40
 PT.Global Agrotech,Cymoxan 15 WP 40 X 250 gr*,Pack,1280,40
 PT.Farmco Kimia,Cypertop 200 EW 20 X 1 ltr*,Btl,0,20
 PT.Dalzon Chemicals Indonesia,Damazeb 80 WP Blue 20 X 800 gr*,Pack,0,20
 PT.Maju Makmur Utomo,Damex 18 EC 10 X 1 ltr,Btl,170,10
 PT.Maju Makmur Utomo,Damex 18 EC 30 X 500 ml,Btl,493,30
 PT.Berbak Agro Sejati,Danaxone 135 SL 20 ltr,Pail,0,1
 PT.Berbak Agro Sejati,Danaxone 135 SL 20 X 1 ltr,Btl,746,20
 PT.Berbak Agro Sejati,Danaxone 135 SL 4 X 5 ltr,Gal,0,4
 PT.Bayer Indonesia,Decis 2.5 EC 100 X 100 ml,Btl,67,100
 PT.Bayer Indonesia,Decis 2.5 EC 100 X 50 ml,Btl,0,100
 PT.Bayer Indonesia,Decis 2.5 EC 20 X 500 ml,Btl,223,20
 PT.Bayer Indonesia,Decis 2.5 EC 40 X 250 ml,Btl,217,40
 PT.Kalatham,"Dekamon 22,43 L 20 X 500 ml",Btl,7674,20
 PT.Kalatham,"Dekamon 22,43 L 48 X 100 ml",Btl,0,48
 PT.Kalatham,"Dekamon 22,43 L 50 X 100 ml",Btl,0,50
 PT.Kalatham,Dekamon 22.43 L 12 X 1 ltr,Btl,1242,12
 PT.Kalatham,Dekapirim 400 SC 20 X 500 ml,Btl,110,20
 PT.Kalatham,Dekapirim 400 SC 50 X 100 ml,Btl,0,50
sarana.promosi,Dektin 30 WG 12 X 500 gr,Pcs,0,12
 PT.Kalatham,Dektin 30 WG 12 X 500 gr,Btl,294,12
 PT.Kalatham,Dektin 30 WG 20 X 200 gr,Btl,297,20
 PT.Kalatham,Dektin 30 WG 50 X 50 gr,Btl,2749,50
 PT.Sinar General Industries,Dellacid 525 EC 20 x 1 ltr*,Btl,0,20
 PT.Sinar General Industries,Dellacid 525 EC 25 X 500 ml*,Btl,95,25
 PT.Sinar General Industries,Dellacid 525 EC 40 x 200 ml*,Btl,0,40
sarana.promosi,Demoflag Armeira,Pcs,0,1
 PT.Mitra Indotani Abadi,Demoflag Castora,Pcs,0,1
 PT.Mitra Indotani Abadi,Demoflag Desanto,Pcs,0,1
sarana.promosi,Demoflag Elazaro,Pcs,0,1
 PT.Mitra Indotani Abadi,Demoflag Gardara,Pcs,0,1
sarana.promosi,Demoflag Piraklo,Pcs,0,1
 PT.Mitra Indotani Abadi,Demoflag Vishaka,Pcs,0,1
 PT.Multi Sarana Indotani,Demorf 60 WP 20 X 20 X 5 gr,Pack,400,400
 PT.Mitra Indotani Abadi,Desanto 200 SL 100 X 100 ml ( Sampel ),Btl,0,100
 PT.Mitra Indotani Abadi,Desanto 200 SL 100 X 100 ml*,Btl,13651,100
 PT.Mitra Indotani Abadi,Desanto 200 SL 40 X 250 ml*,Btl,32724,40
sarana.promosi,Detergen Boom 36 X 260 gr,Pcs,0,36
sarana.promosi,Detergen Sayang 36 X 220 gr,Pcs,0,36
 CV.Mitra Tani Abadi Jaya,Dewa Dewi 15 X 1 ltr*,Btl,2040,15
 CV.Mitra Tani Abadi Jaya,Dewa Dewi 20 X 500 ml*,Btl,695,20
 CV.Mitra Tani Abadi Jaya,Dewa Dewi 250 ml,Btl,3,1
 PT.Alishan Nusa Indah,Dinamo Basata Electrik,Pcs,1,1
 PT.Imta Sukses Abadi,Dinamo Sprayer Elektrik 5L 12V 1.3A,Pcs,71,1
 UD.Widjaya,Dinamo Yama Power 16 ltr,Pcs,4,1
 PT.Star Metal Ware Industry,Dinamo Yoto Elektrik 16 ltr,Pcs,12,1
 PT.Dharma Ayu Tani,Dinda Booster 40 X 500 gr*,Pack,0,40
sarana.promosi,Dispenser Berdiri (Bawah),Pcs,0,1
 PT.Dow Agro Sciences Ind,Dithane M-45 80 WP 20 X 1 kg,Pack,0,20
 PT.Danken Indonesia,DK Duopro 490 EC 40 X 250 ml*,Btl,540,40
 PT.Danken Indonesia,DK Fenzo 120 SC 20 X 500 ml*,Btl,1980,20
 PT.Danken Indonesia,DK Fenzo 120 SC 40 X 250 ml*,Btl,5035,40
 PT.Danken Indonesia,DK Fenzo 120 SC 50 X 100 ml*,Btl,1969,50
 PT.Danken Indonesia,DK Zol Extra 300 SC 100 X 80 ml*,Btl,77,100
 PT.Danken Indonesia,DK Zol Extra 300 SC 40 X 250 ml*,Btl,0,40
 PT.Petrosida Gresik,Done 200 EC 4 X 25 X 100 ml (S),Btl,15,100
 PT.Sarana Tani Indonesia Makmur,Donkey 40 WP 100 X 100 gr (sampel),Pack,16,100
 PT.Sarana Tani Indonesia Makmur,Donkey 40 WP 40 X 200 gr*,Pack,0,40
 UD.Widjaya,Double Nozzle Yamaha,Pcs,60,1
 PT.Adil Makmur Fajar,Dry Up 480 SL 20 ltr,Pail,0,1
 PT.Adil Makmur Fajar,Dry Up 480 SL 20 X 1 ltr,Btl,0,20
 PT.Adil Makmur Fajar,Dry Up 480 SL 4 X 5 ltr,Gal,0,4
 CV.Tani Abadi Borneo,Duet 160 SL 20 ltr,Pail,0,1
 CV.Tani Abadi Borneo,Duet 160 SL 4 X 5 ltr,Gal,0,4
 PT.Excel Meg Indo,Dumil 40 SP 100 X 100 gr*,Pack,0,100
 PT.Excel Meg Indo,Dumil 40 SP 25 X 400 gr*,Pack,1793,25
 PT.Tanaman Makmur Mandiri,Durus 70 WG 20 X 100 gr*,Pack,792,20
 PT.Tanaman Makmur Mandiri,Durus 70 WG 80 X 25 gr*,Pack,1182,80
 PT/ Sanitas.Deltragro Mulia Sejati,Edo 25 WG 100 X 100 gr*,Pack,1849,100
 PT.Mitra Indotani Abadi,Elazaro 17/8 WG 10 X 20 X 10 gr*,Pack,48163,200
 PT.Mitra Indotani Abadi,Elazaro 17/8 WG 10 X 20 X 50 gr*,Pack,55098,200
 PT.Dalzon Chemicals Indonesia,Electric 500 EC 20 X 1 ltr*,Btl,0,20
 PT.Dalzon Chemicals Indonesia,Electric 500 EC 20 X 500 ml*,Btl,0,20
 PT.Dalzon Chemicals Indonesia,Electric 500 EC 40 X 250 ml*,Btl,0,40
 PT.Dalzon Chemicals Indonesia,Electron 50/550 EC 20 X 1 ltr*,Btl,0,20
 PT.Dalzon Chemicals Indonesia,Electron 50/550 EC 20 X 400 ml*,Btl,0,20
 PT.Dalzon Chemicals Indonesia,Electron 50/550 EC 40 X 200 ml*,Btl,0,40
 PT.Syngenta Indonesia,Elestal Neo 54 WG 100 X 30 gr,Pack,1700,100
 PT.Syngenta Indonesia,Elestal Neo 54 WG 20 X 150 gr,Pack,220,20
.Songgolangit Persada,EM-4 Pertanian (LK) 15 X 1 ltr,Btl,3482,15
.Songgolangit Persada,EM-4 Tambak (LM) 15 X 1 ltr,Btl,3168,15
.Songgolangit Persada,EM-4 Tambak (LM) 4 X 5 ltr (Sample),Gal,0,4
.Songgolangit Persada,EM-4 Ternak (LC) 15 X 1 ltr,Btl,2201,15
.Songgolangit Persada,EM-4 Toilet 15 X 1 ltr,Btl,100,15
 PT.Excel Meg Indo,Emacel 30 EC 10 X 1 ltr*,Btl,48,10
 PT.Excel Meg Indo,Emacel 30 EC 20 X 500 ml,Btl,0,20
 PT.Excel Meg Indo,Emacel 30 EC 20 X 500 ml*,Btl,327,20
 PT.Excel Meg Indo,Emacel 30 EC 40 X 250 ml,Btl,0,40
 PT.Excel Meg Indo,Emacel 30 EC 40 X 250 ml*,Btl,211,40
 PT.Excel Meg Indo,Emacel 30 EC 50 X 100 ml,Btl,0,50
 PT.Excel Meg Indo,Emacel 30 EC 50 X 100 ml*,Btl,727,50
 PT.Deli Standart,Emaplus 50 EC 20 X 1 ltr*,Btl,375,20
 PT.Deli Standart,Emaplus 50 EC 20 X 400 ml,Btl,21,20
 PT.Deli Standart,Emaplus 50 EC 20 X 400 ml*,Btl,515,20
 PT.Deli Standart,Emaplus 50 EC 30 X 200 ml + ergostim*,Btl,9,30
 PT.Deli Standart,Emaplus 50 EC 30 X 200 ml*,Btl,9,30
 PT.Deli Standart,Emaplus 50 EC 40 X 200 ml*,Btl,442,40
 PT.Deli Standart,Emaplus 50 EC 50 X 50 ml*,Btl,194,50
 PT.Deli Standart,Emaplus 50 EC 50 X 80 ml*,Btl,0,50
 PT.Asiana Chemicalindo Lestari,Emapro 20/160 OD 20 X 250 ml,Btl,1335,20
sarana.promosi,Ember Regent,Pcs,0,1
 PT.Maju Makmur Utomo,Emclopir 300/20 EC 20 X 250 ml*,Btl,433,20
 PT.Maju Makmur Utomo,Emclopir 300/20 EC 50 X 100 ml*,Btl,1648,50
 PT.Deli Standart,Empower 1 ltr,Btl,1,1
 PT.Dow Agro Sciences Ind,Endure 120 SC 24 X 200 ml,Btl,0,24
 PT.Catur Agrodaya Mandiri,Eros Gold 0.75/30 DF 40 X 250 gr,Pack,5520,40
 PT.Catur Agrodaya Mandiri,Eros Gold 0.75/30 DF 50 X 100 gr,Pack,0,50
 PT.Bayer Indonesia,Ethrel 480 SL 100 X 100 ml,Pcs,42,100
 PT.Sinar General Industries,Extra One 680 SC 10 X 1 ltr,Btl,50,10
 PT.Sinar General Industries,Extra One 680 SC 10 X 500 ml*,Btl,0,10
 PT.Sinar General Industries,Extra One 680 SC 20 X 250 ml*,Btl,0,20
 PT.Sinar General Industries,Extra One 680 SC 50 ml (Sample),Btl,0,1
 UD.Widjaya,Fan Nozzle,Pcs,25,1
 PT.Multi Sarana Indotani,Fargo 70 WP 16 X 1 kg,Pack,16,16
 PT.Nufarm Indonesia,Fastick 400 SL 12 X 1 ltr*,Btl,0,12
 PT.Rejeki Indo Agrotec,Fastquat 276 SL 20 X 1 ltr,Btl,2833,20
 PT.Agroiris Crop Protection Indonesia,Fenprozole 500 EC 48 X 240 ml*,Btl,696,48
 PT.Behn Meyer AgriCare,Fenticide 200 EC 10 X 1 ltr*,Btl,0,10
 PT.Behn Meyer AgriCare,Fenticide 200 EC 20 X 500 ml*,Btl,0,20
 PT.Asiana Chemicalindo Lestari,Fentolin 200 EC 20 X 200 ml*,Btl,0,20
 PT.Asiana Chemicalindo Lestari,Fentolin 200 EC 20 X 500 ml*,Btl,1294,20
 PT.Mitra Kreasi Dharma,Fenval 200 EC 15 X 1 ltr*,Btl,3172,15
 PT.Mitra Kreasi Dharma,Fenval 200 EC 20 X 250 ml*,Btl,1569,20
 PT.Mitra Kreasi Dharma,Fenval 200 EC 20 X 500 ml*,Btl,6848,20
 PT.Mitra Kreasi Dharma,Fenval 200 EC 50 X 100 ml*,Btl,2715,50
 PT.Jawa Agrindo Internasional,Ferancher 100 EC 40 X 200 ml*,Btl,68,40
 PT.Jawa Agrindo Internasional,Ferancher 100 EC 50 X 200 ml*,Btl,0,50
 PT.Bina Guna Kimia,Ferterra 0.4 GR 10 X 2 kg (FMC),Pack,0,10
 PT.Behn Meyer AgriCare,Fetrilon Combi 1 12 X 200 X 2.5 gr*,Pack,0,2400
 PT.Behn Meyer AgriCare,Fetrilon Combi 1 12 X 40 X 25 gr,Pack,716,480
 PT.Syngenta Indonesia,Filia 525 SE 100 X 50 ml,Btl,19248,100
 PT.Syngenta Indonesia,Filia 525 SE 20 X 250 ml,Btl,25673,20
 PT.Tanindo Intertraco,Fitomic Plus 20 X 1 ltr,Btl,0,20
 PT.Tanindo Intertraco,Fitomic Plus 20 X 500 ml,Btl,0,20
 PT.Golden Planter Indonesia,Flash 40 X 100 ml*,Btl,10,40
 PT.Alfa Beta Agrochemical,Flashoot 300 EC 80 X 100 ml*,Btl,1100,80
 PT.Mitra Kreasi Dharma,Folirfos 400 SL 15 X 1 ltr*,Btl,3812,15
 PT.Mitra Kreasi Dharma,Folirfos 400 SL 20 X 500 ml,Btl,271,20
 PT.Mitra Kreasi Dharma,Folirfos 400 SL 4 X 5 ltr,Gal,27,4
 PT.Agro Natural Technology,Fondua 375 SC 20 X 250 ml,Btl,798,20
 PT.Agro Natural Technology,Fondua 375 SC 50 X 100 ml,Btl,800,50
 PT.Sinergi Chem Indonesia,Fonium 200 SL 20 X 1 ltr,Btl,480,20
 PT.Sinar General Industries,Format 360/120 SL 20 X 1 ltr*,Btl,1920,20
